740 1711042144 0,200000 -1,000000 -101,000000 0,000000 0,000000
740 1711042145 0,200000 -1,000000 -101,000000 0,000000 0,000000
740 1711042146 0,200000 -1,000000 -101,000000 0,000000 0,000000
740 1711042147 0,200000 -1,000000 -101,000000 0,000000 0,000000
740 1711042148 0,200000 -1,000000 -101,000000 0,000000 0,000000
743 1711042148 0,200000 -1,000000 0,200000 0,200000 0,008000
743 1711042147 0,200000 -1,000000 0,200000 0,200000 0,008000
743 1711042146 0,200000 -1,000000 0,200000 0,200000 0,008000
743 1711042145 0,200000 -1,000000 0,200000 0,200000 0,008000
743 1711042144 0,200000 -1,000000 0,200000 0,200000 0,008000
753 1711042533 0,200000 -1,000000 0,200000 0,200000 0,008000
753 1711042532 0,200000 -1,000000 0,200000 0,200000 0,008000
753 1711042531 0,200000 -1,000000 0,200000 0,200000 0,008000
753 1711042530 0,200000 -1,000000 0,200000 0,200000 0,008000
753 1711042529 0,200000 -1,000000 0,200000 0,200000 0,008000
745 1711042148 0,200000 -1,000000 0,200000 0,200000 0,008000
745 1711042147 0,200000 -1,000000 0,200000 0,200000 0,008000
745 1711042146 0,200000 -1,000000 0,200000 0,200000 0,008000
745 1711042145 0,200000 -1,000000 0,200000 0,200000 0,008000
745 1711042144 0,200000 -1,000000 0,200000 0,200000 0,008000
751 1711042533 0,200000 -1,000000 0,200000 0,200000 0,008000
751 1711042532 0,200000 -1,000000 0,200000 0,200000 0,008000
751 1711042531 0,200000 -1,000000 0,200000 0,200000 0,008000
751 1711042530 0,200000 -1,000000 0,200000 0,200000 0,008000
751 1711042529 0,200000 -1,000000 0,200000 0,200000 0,008000
740 1711042533 0,200000 -1,000000 0,200000 0,200000 0,008000
740 1711042532 0,200000 -1,000000 0,200000 0,200000 0,008000
740 1711042531 0,200000 -1,000000 0,200000 0,200000 0,008000
740 1711042530 0,200000 -1,000000 0,200000 0,200000 0,008000
740 1711042529 0,200000 -1,000000 0,200000 0,200000 0,008000
751 1711042529 0,200000 -1,000000 -101,000000 0,000000 0,000000
751 1711042530 0,200000 -1,000000 -101,000000 0,000000 0,000000
751 1711042531 0,200000 -1,000000 -101,000000 0,000000 0,000000
751 1711042532 0,200000 -1,000000 -101,000000 0,000000 0,000000
751 1711042533 0,200000 -1,000000 -101,000000 0,000000 0,000000
740 1711042529 0,200000 -1,000000 -101,000000 0,000000 0,000000
740 1711042530 0,200000 -1,000000 -101,000000 0,000000 0,000000
740 1711042531 0,200000 -1,000000 -101,000000 0,000000 0,000000
740 1711042532 0,200000 -1,000000 -101,000000 0,000000 0,000000
740 1711042533 0,200000 -1,000000 -101,000000 0,000000 0,000000
753 1711042529 0,200000 -1,000000 -101,000000 0,000000 0,000000
753 1711042530 0,200000 -1,000000 -101,000000 0,000000 0,000000
753 1711042531 0,200000 -1,000000 -101,000000 0,000000 0,000000
753 1711042532 0,200000 -1,000000 -101,000000 0,000000 0,000000
753 1711042533 0,200000 -1,000000 -101,000000 0,000000 0,000000
743 1711042144 0,200000 -1,000000 -101,000000 0,000000 0,000000
743 1711042145 0,200000 -1,000000 -101,000000 0,000000 0,000000
743 1711042146 0,200000 -1,000000 -101,000000 0,000000 0,000000
743 1711042147 0,200000 -1,000000 -101,000000 0,000000 0,000000
743 1711042148 0,200000 -1,000000 -101,000000 0,000000 0,000000
745 1711042144 0,200000 -1,000000 -101,000000 0,000000 0,000000
745 1711042145 0,200000 -1,000000 -101,000000 0,000000 0,000000
745 1711042146 0,200000 -1,000000 -101,000000 0,000000 0,000000
745 1711042147 0,200000 -1,000000 -101,000000 0,000000 0,000000
745 1711042148 0,200000 -1,000000 -101,000000 0,000000 0,000000
