656 1711041949 114892,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041950 114892,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041951 114892,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041952 114892,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041953 114892,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041954 114394,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041955 114394,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041956 114394,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041957 114394,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041958 114394,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041959 116416,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041960 116416,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041961 116416,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041962 116416,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041963 116416,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041964 115230,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041965 115230,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041966 115230,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041967 115230,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041968 115230,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041969 3979,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041970 3979,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041971 3979,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041972 3979,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041973 3979,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041974 61051,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041975 61051,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041976 61051,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041977 61051,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041978 61051,000000 -1,000000 -101,000000 0,000000 0,000000
656 1711041979 118918,400000 -1,000000 -101,000000 0,000000 0,000000
656 1711041980 118918,400000 -1,000000 -101,000000 0,000000 0,000000
656 1711041981 118918,400000 -1,000000 -101,000000 0,000000 0,000000
656 1711041982 118918,400000 -1,000000 -101,000000 0,000000 0,000000
656 1711041983 118918,400000 -1,000000 -101,000000 0,000000 0,000000
656 1711041984 116258,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041985 116258,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041986 116258,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041987 116258,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041988 116258,200000 -1,000000 -101,000000 0,000000 0,000000
656 1711041989 118287,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041990 118287,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041991 118287,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041992 118287,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041993 118287,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711041994 230531,600000 -1,000000 -101,000000 0,000000 0,000000
656 1711041995 230531,600000 -1,000000 -101,000000 0,000000 0,000000
656 1711041996 230531,600000 -1,000000 -101,000000 0,000000 0,000000
656 1711041997 230531,600000 -1,000000 -101,000000 0,000000 0,000000
656 1711041998 230531,600000 -1,000000 -101,000000 0,000000 0,000000
656 1711041999 5939,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711042000 5939,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711042001 5939,800000 -1,000000 -101,000000 0,000000 0,000000
656 1711042002 5939,800000 -1,000000 -101,000000 0,000000 0,000000
