654 1711041949 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041950 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041951 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041952 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041953 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041954 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041955 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041956 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041957 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041958 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041959 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041960 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041961 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041962 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041963 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041964 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041965 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041966 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041967 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041968 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041974 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041975 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041976 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041977 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041978 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041979 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041980 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041981 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041982 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041983 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041984 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041985 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041986 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041987 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041988 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041989 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041990 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041991 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041992 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041993 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711041994 0,800000 -1,000000 -101,000000 0,000000 0,000000
654 1711041995 0,800000 -1,000000 -101,000000 0,000000 0,000000
654 1711041996 0,800000 -1,000000 -101,000000 0,000000 0,000000
654 1711041997 0,800000 -1,000000 -101,000000 0,000000 0,000000
654 1711041998 0,800000 -1,000000 -101,000000 0,000000 0,000000
654 1711042004 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711042005 0,400000 -1,000000 -101,000000 0,000000 0,000000
654 1711042006 0,400000 -1,000000 -101,000000 0,000000 0,000000
713 1711041994 0,400000 -1,000000 -101,000000 0,000000 0,000000
713 1711041995 0,400000 -1,000000 -101,000000 0,000000 0,000000
713 1711041996 0,400000 -1,000000 -101,000000 0,000000 0,000000
713 1711041997 0,400000 -1,000000 -101,000000 0,000000 0,000000
713 1711041998 0,400000 -1,000000 -101,000000 0,000000 0,000000
