668 1711041945 0,000000 0,000000 -101,000000 0,000000 0,000000
668 1711041946 0,000000 0,000000 -101,000000 0,000000 0,000000
668 1711041947 0,000000 0,000000 -101,000000 0,000000 0,000000
668 1711041948 0,000000 0,000000 -101,000000 0,000000 0,000000
668 1711041949 2,000000 0,200000 0,400000 0,400000 -20,200000
668 1711041950 2,000000 0,200000 0,800000 0,800000 -20,200000
668 1711041951 2,000000 0,200000 1,200000 1,200000 -20,200000
668 1711041952 2,000000 0,200000 1,600000 1,600000 -20,200000
668 1711041953 2,000000 0,200000 2,000000 2,000000 -20,200000
668 1711041954 1,000000 0,400000 2,400000 2,400000 -20,200000
668 1711041955 1,000000 0,400000 2,800000 2,800000 -20,200000
668 1711041956 1,000000 0,400000 3,200000 3,200000 -20,200000
668 1711041957 1,000000 0,400000 3,600000 3,600000 -20,200000
668 1711041958 1,000000 0,400000 4,000000 4,000000 -20,200000
668 1711041959 0,666667 0,600000 4,400000 4,400000 -20,200000
668 1711041960 0,666667 0,600000 4,800000 4,800000 -20,200000
668 1711041961 0,666667 0,600000 5,200000 5,200000 -20,200000
668 1711041962 0,666667 0,600000 5,600000 5,600000 -20,200000
668 1711041963 0,666667 0,600000 6,000000 6,000000 -20,200000
668 1711041964 0,500000 0,800000 6,400000 6,400000 -20,200000
668 1711041965 0,500000 0,800000 6,800000 6,800000 -20,200000
668 1711041966 0,500000 0,800000 7,200000 7,200000 -20,200000
668 1711041967 0,500000 0,800000 7,600000 7,600000 -20,200000
668 1711041968 0,500000 0,800000 8,000000 8,000000 -20,200000
668 1711041969 0,000000 0,800000 8,000000 8,000000 -20,200000
668 1711041970 0,000000 0,800000 8,000000 8,000000 -20,200000
668 1711041971 0,000000 0,800000 8,000000 8,000000 -20,200000
668 1711041972 0,000000 0,800000 8,000000 8,000000 -20,200000
668 1711041973 0,000000 0,800000 8,000000 8,000000 -20,200000
668 1711041974 0,400000 1,000000 8,400000 8,400000 -20,200000
668 1711041975 0,400000 1,000000 8,800000 8,800000 -20,200000
668 1711041976 0,400000 1,000000 9,200000 9,200000 -20,200000
668 1711041977 0,400000 1,000000 9,600000 9,600000 -20,200000
668 1711041978 0,400000 1,000000 10,000000 10,000000 -20,200000
668 1711041979 0,333333 1,200000 10,400000 10,400000 -20,200000
668 1711041980 0,333333 1,200000 10,800000 10,800000 -20,200000
668 1711041981 0,333333 1,200000 11,200000 11,200000 -20,200000
668 1711041982 0,333333 1,200000 11,600000 11,600000 -20,200000
668 1711041983 0,333333 1,200000 12,000000 12,000000 -20,200000
668 1711041984 0,285714 1,400000 12,400000 12,400000 -20,200000
668 1711041985 0,285714 1,400000 12,800000 12,800000 -20,200000
668 1711041986 0,285714 1,400000 13,200000 13,200000 -20,200000
668 1711041987 0,285714 1,400000 13,600000 13,600000 -20,200000
668 1711041988 0,285714 1,400000 14,000000 14,000000 -20,200000
668 1711041989 0,250000 1,600000 14,400000 14,400000 -20,200000
668 1711041990 0,250000 1,600000 14,800000 14,800000 -20,200000
668 1711041991 0,250000 1,600000 15,200000 15,200000 -20,200000
668 1711041992 0,250000 1,600000 15,600000 15,600000 -20,200000
668 1711041993 0,250000 1,600000 16,000000 16,000000 -20,200000
668 1711041994 0,200000 2,000000 16,400000 16,400000 -20,200000
668 1711041995 0,200000 2,000000 16,800000 16,800000 -20,200000
668 1711041996 0,200000 2,000000 17,200000 17,200000 -20,200000
668 1711041997 0,200000 2,000000 17,600000 17,600000 -20,200000
668 1711041998 0,200000 2,000000 18,000000 18,000000 -20,200000
668 1711041999 0,000000 2,000000 18,000000 18,000000 -20,200000
668 1711042000 0,000000 2,000000 18,000000 18,000000 -20,200000
668 1711042001 0,000000 2,000000 18,000000 18,000000 -20,200000
668 1711042002 0,000000 2,000000 18,000000 18,000000 -20,200000
668 1711042003 0,000000 2,000000 18,000000 18,000000 -20,200000
668 1711042004 0,181818 2,200000 18,400000 18,400000 -20,200000
668 1711042005 0,181818 2,200000 18,800000 18,800000 -20,200000
668 1711042006 0,181818 2,200000 19,200000 19,200000 -20,200000
668 1711042007 0,181818 2,200000 19,600000 19,600000 -20,200000
668 1711042008 0,181818 2,200000 20,000000 20,000000 -20,200000
668 1711042009 0,000000 2,200000 20,000000 20,000000 -20,200000
668 1711042010 0,000000 2,200000 20,000000 20,000000 -20,200000
668 1711042011 0,000000 2,200000 20,000000 20,000000 -20,200000
668 1711042012 0,000000 2,200000 20,000000 20,000000 -20,200000
668 1711042013 0,000000 2,200000 20,000000 20,000000 -20,200000
668 1711042014 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042015 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042016 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042017 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042018 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042019 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042020 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042021 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042022 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042023 0,000000 2,400000 20,000000 20,000000 -20,200000
668 1711042024 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042025 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042026 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042027 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042028 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042029 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042030 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042031 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042032 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042033 0,000000 2,600000 20,000000 20,000000 -20,200000
668 1711042034 0,000000 2,800000 20,000000 20,000000 -20,200000
668 1711042035 0,000000 2,800000 20,000000 20,000000 -20,200000
668 1711042036 0,000000 2,800000 20,000000 20,000000 -20,200000
668 1711042037 0,000000 2,800000 20,000000 20,000000 -20,200000
668 1711042038 0,000000 2,800000 20,000000 20,000000 -20,200000
668 1711042039 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042040 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042041 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042042 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042043 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042044 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042045 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042046 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042047 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042048 0,000000 3,000000 20,000000 20,000000 -20,200000
668 1711042049 0,000000 3,200000 20,000000 20,000000 -20,200000
668 1711042050 0,000000 3,200000 20,000000 20,000000 -20,200000
668 1711042051 0,000000 3,200000 20,000000 20,000000 -20,200000
668 1711042052 0,000000 3,200000 20,000000 20,000000 -20,200000
668 1711042053 0,000000 3,200000 20,000000 20,000000 -20,200000
668 1711042054 0,000000 3,200000 20,000000 20,000000 -20,200000
668 1711042055 0,000000 3,200000 20,000000 20,000000 -20,200000
668 1711042056 0,000000 3,200000 20,000000 20,000000 -20,200000
668 1711042057 0,000000 3,200000 20,000000 20,000000 -20,200000
